state,county,state_name,county_name,population,subgroup_type,subgroup,juvenile_arrest_rate,juvenile_arrest_rate_quality
31,181,Nebraska,Webster County,3533,race-ethnicity,White,NA,NA
31,183,Nebraska,Wheeler County,805,all,All,NA,NA
31,183,Nebraska,Wheeler County,805,race-ethnicity,Black,NA,NA
31,183,Nebraska,Wheeler County,805,race-ethnicity,Other Races,NA,NA
31,183,Nebraska,Wheeler County,805,race-ethnicity,White,NA,NA
31,185,Nebraska,York County,13772,all,All,4290.4224,1
31,185,Nebraska,York County,13772,race-ethnicity,Black,NA,NA
31,185,Nebraska,York County,13772,race-ethnicity,Other Races,1318.3568,1
31,185,Nebraska,York County,13772,race-ethnicity,White,3829.1804,1
32,1,Nevada,Churchill County,24440,all,All,7125.4111,2
32,1,Nevada,Churchill County,24440,race-ethnicity,Black,14271.443,2
32,1,Nevada,Churchill County,24440,race-ethnicity,Other Races,5490.4932,2
32,1,Nevada,Churchill County,24440,race-ethnicity,White,7498.5029,2
32,3,Nevada,Clark County,2231647,all,All,2820.1541,2
32,3,Nevada,Clark County,2231647,race-ethnicity,Black,10321.541,2
32,3,Nevada,Clark County,2231647,race-ethnicity,Other Races,185.4697,2
32,3,Nevada,Clark County,2231647,race-ethnicity,White,2794.1069,2
32,5,Nevada,Douglas County,48467,all,All,5977.3599,2
32,5,Nevada,Douglas County,48467,race-ethnicity,Black,15818.138,2
32,5,Nevada,Douglas County,48467,race-ethnicity,Other Races,1010.8362,2
32,5,Nevada,Douglas County,48467,race-ethnicity,White,7671.6533,2
32,7,Nevada,Elko County,52460,all,All,3164.8335,2
32,7,Nevada,Elko County,52460,race-ethnicity,Black,7284.3828,2
32,7,Nevada,Elko County,52460,race-ethnicity,Other Races,1401.2196,2
32,7,Nevada,Elko County,52460,race-ethnicity,White,3484.9131,2
32,9,Nevada,Esmeralda County,826,all,All,NA,NA
32,9,Nevada,Esmeralda County,826,race-ethnicity,Black,NA,NA
32,9,Nevada,Esmeralda County,826,race-ethnicity,Other Races,NA,NA
32,9,Nevada,Esmeralda County,826,race-ethnicity,White,NA,NA
32,11,Nevada,Eureka County,2003,all,All,419.64615,1
32,11,Nevada,Eureka County,2003,race-ethnicity,Black,NA,NA
32,11,Nevada,Eureka County,2003,race-ethnicity,Other Races,NA,NA
32,11,Nevada,Eureka County,2003,race-ethnicity,White,483.45615,1
32,13,Nevada,Humboldt County,16786,all,All,3945.531,2
32,13,Nevada,Humboldt County,16786,race-ethnicity,Black,7209.2856,2
32,13,Nevada,Humboldt County,16786,race-ethnicity,Other Races,4992.3867,2
32,13,Nevada,Humboldt County,16786,race-ethnicity,White,3528.7312,2
32,15,Nevada,Lander County,5575,all,All,2517.877,1
32,15,Nevada,Lander County,5575,race-ethnicity,Black,NA,NA
32,15,Nevada,Lander County,5575,race-ethnicity,Other Races,4747.6616,1
32,15,Nevada,Lander County,5575,race-ethnicity,White,2218.2104,1
32,17,Nevada,Lincoln County,5201,all,All,472.10193,1
32,17,Nevada,Lincoln County,5201,race-ethnicity,Black,NA,NA
32,17,Nevada,Lincoln County,5201,race-ethnicity,Other Races,NA,NA
32,17,Nevada,Lincoln County,5201,race-ethnicity,White,543.88818,1
32,19,Nevada,Lyon County,55808,all,All,2316.4336,2
32,19,Nevada,Lyon County,55808,race-ethnicity,Black,4092.3228,2
32,19,Nevada,Lyon County,55808,race-ethnicity,Other Races,249.62723,2
32,19,Nevada,Lyon County,55808,race-ethnicity,White,3025.6252,2
32,21,Nevada,Mineral County,4514,all,All,539.54504,1
32,21,Nevada,Mineral County,4514,race-ethnicity,Black,NA,NA
32,21,Nevada,Mineral County,4514,race-ethnicity,Other Races,NA,NA
32,21,Nevada,Mineral County,4514,race-ethnicity,White,621.58649,1
32,23,Nevada,Nye County,45346,all,All,1769.3196,2
32,23,Nevada,Nye County,45346,race-ethnicity,Black,40500.043,2
32,23,Nevada,Nye County,45346,race-ethnicity,Other Races,155.81129,2
32,23,Nevada,Nye County,45346,race-ethnicity,White,1814.3606,2
32,27,Nevada,Pershing County,6666,all,All,5917.0107,2
32,27,Nevada,Pershing County,6666,race-ethnicity,Black,52447.555,2
32,27,Nevada,Pershing County,6666,race-ethnicity,Other Races,11097.659,2
32,27,Nevada,Pershing County,6666,race-ethnicity,White,4206.0684,2
32,29,Nevada,Storey County,4029,all,All,1168.907,1
32,29,Nevada,Storey County,4029,race-ethnicity,Black,NA,NA
32,29,Nevada,Storey County,4029,race-ethnicity,Other Races,NA,NA
32,29,Nevada,Storey County,4029,race-ethnicity,White,1620.2532,1
32,31,Nevada,Washoe County,465735,all,All,5795.7583,1
32,31,Nevada,Washoe County,465735,race-ethnicity,Black,64079.824,1
32,31,Nevada,Washoe County,465735,race-ethnicity,Other Races,1073.6793,1
32,31,Nevada,Washoe County,465735,race-ethnicity,White,6817.3579,1
32,33,Nevada,White Pine County,9475,all,All,2304.5015,2
32,33,Nevada,White Pine County,9475,race-ethnicity,Black,NA,NA
32,33,Nevada,White Pine County,9475,race-ethnicity,Other Races,3419.926,2
32,33,Nevada,White Pine County,9475,race-ethnicity,White,2163.2615,2
32,510,Nevada,Carson City,55414,all,All,9168.7236,2
32,510,Nevada,Carson City,55414,race-ethnicity,Black,30768.639,2
32,510,Nevada,Carson City,55414,race-ethnicity,Other Races,1173.0334,2
32,510,Nevada,Carson City,55414,race-ethnicity,White,11925.574,2
33,1,New Hampshire,Belknap County,61022,all,All,4389.8965,2
33,1,New Hampshire,Belknap County,61022,race-ethnicity,Black,NA,NA
33,1,New Hampshire,Belknap County,61022,race-ethnicity,Other Races,5842.8281,2
33,1,New Hampshire,Belknap County,61022,race-ethnicity,White,4329.7827,2
33,3,New Hampshire,Carroll County,48779,all,All,5035.855,2
33,3,New Hampshire,Carroll County,48779,race-ethnicity,Black,542406.25,3
33,3,New Hampshire,Carroll County,48779,race-ethnicity,Other Races,2521.3369,2
33,3,New Hampshire,Carroll County,48779,race-ethnicity,White,4805.9272,2
33,5,New Hampshire,Cheshire County,76493,all,All,4120.3062,2
33,5,New Hampshire,Cheshire County,76493,race-ethnicity,Black,NA,NA
33,5,New Hampshire,Cheshire County,76493,race-ethnicity,Other Races,203.5582,2
33,5,New Hampshire,Cheshire County,76493,race-ethnicity,White,4253.0571,2
33,7,New Hampshire,Coos County,31589,all,All,2544.0156,2
33,7,New Hampshire,Coos County,31589,race-ethnicity,Black,NA,NA
33,7,New Hampshire,Coos County,31589,race-ethnicity,Other Races,608.91699,2
33,7,New Hampshire,Coos County,31589,race-ethnicity,White,2638.2119,2
33,9,New Hampshire,Grafton County,89786,all,All,3587.7266,2
33,9,New Hampshire,Grafton County,89786,race-ethnicity,Black,NA,NA
33,9,New Hampshire,Grafton County,89786,race-ethnicity,Other Races,2263.6008,2
33,9,New Hampshire,Grafton County,89786,race-ethnicity,White,3488.8423,2
33,11,New Hampshire,Hillsborough County,415247,all,All,3417.0552,2
33,11,New Hampshire,Hillsborough County,415247,race-ethnicity,Black,8153.8643,2
33,11,New Hampshire,Hillsborough County,415247,race-ethnicity,Other Races,342.04984,2
33,11,New Hampshire,Hillsborough County,415247,race-ethnicity,White,3523.7625,2
33,13,New Hampshire,Merrimack County,151132,all,All,3729.4241,2
33,13,New Hampshire,Merrimack County,151132,race-ethnicity,Black,649578.63,3
33,13,New Hampshire,Merrimack County,151132,race-ethnicity,Other Races,670.67432,2
33,13,New Hampshire,Merrimack County,151132,race-ethnicity,White,3520.0215,2
33,15,New Hampshire,Rockingham County,309176,all,All,5308.4976,2
33,15,New Hampshire,Rockingham County,309176,race-ethnicity,Black,123739.26,3
33,15,New Hampshire,Rockingham County,309176,race-ethnicity,Other Races,1051.8455,2
33,15,New Hampshire,Rockingham County,309176,race-ethnicity,White,5407.3223,2
33,17,New Hampshire,Strafford County,130090,all,All,3823.2927,2
33,17,New Hampshire,Strafford County,130090,race-ethnicity,Black,92790.195,2
33,17,New Hampshire,Strafford County,130090,race-ethnicity,Other Races,279.39145,2
33,17,New Hampshire,Strafford County,130090,race-ethnicity,White,3889.1877,2
33,19,New Hampshire,Sullivan County,43144,all,All,2697.2234,2
33,19,New Hampshire,Sullivan County,43144,race-ethnicity,Black,NA,NA
33,19,New Hampshire,Sullivan County,43144,race-ethnicity,Other Races,NA,NA
33,19,New Hampshire,Sullivan County,43144,race-ethnicity,White,2907.822,2
34,1,New Jersey,Atlantic County,265429,all,All,3581.2898,1
34,1,New Jersey,Atlantic County,265429,race-ethnicity,Black,7170.5957,1
34,1,New Jersey,Atlantic County,265429,race-ethnicity,Other Races,321.65546,1
34,1,New Jersey,Atlantic County,265429,race-ethnicity,White,3725.3379,1
34,3,New Jersey,Bergen County,936692,all,All,2491.7537,1
34,3,New Jersey,Bergen County,936692,race-ethnicity,Black,6471.8774,1
34,3,New Jersey,Bergen County,936692,race-ethnicity,Other Races,429.4259,1
34,3,New Jersey,Bergen County,936692,race-ethnicity,White,2718.7817,1
34,5,New Jersey,Burlington County,445384,all,All,2975.1399,1
34,5,New Jersey,Burlington County,445384,race-ethnicity,Black,6935.6875,1
34,5,New Jersey,Burlington County,445384,race-ethnicity,Other Races,251.79857,1
34,5,New Jersey,Burlington County,445384,race-ethnicity,White,2397.6787,1
34,7,New Jersey,Camden County,507078,all,All,6144.0596,2
34,7,New Jersey,Camden County,507078,race-ethnicity,Black,16434.373,2
34,7,New Jersey,Camden County,507078,race-ethnicity,Other Races,439.45877,2
34,7,New Jersey,Camden County,507078,race-ethnicity,White,4056.8696,2
34,9,New Jersey,Cape May County,92560,all,All,9557.4072,1
34,9,New Jersey,Cape May County,92560,race-ethnicity,Black,22258.123,1
34,9,New Jersey,Cape May County,92560,race-ethnicity,Other Races,1683.5016,1
34,9,New Jersey,Cape May County,92560,race-ethnicity,White,8834.4375,1
34,11,New Jersey,Cumberland County,150972,all,All,4180.5869,2
34,11,New Jersey,Cumberland County,150972,race-ethnicity,Black,12188.548,2
34,11,New Jersey,Cumberland County,150972,race-ethnicity,Other Races,41.768581,2
34,11,New Jersey,Cumberland County,150972,race-ethnicity,White,3071.2632,2
34,13,New Jersey,Essex County,799767,all,All,3056.4207,1
34,13,New Jersey,Essex County,799767,race-ethnicity,Black,5350.2056,1
34,13,New Jersey,Essex County,799767,race-ethnicity,Other Races,332.73819,1
34,13,New Jersey,Essex County,799767,race-ethnicity,White,1799.3917,1
34,15,New Jersey,Gloucester County,291408,all,All,2852.3765,1
34,15,New Jersey,Gloucester County,291408,race-ethnicity,Black,10750,1
34,15,New Jersey,Gloucester County,291408,race-ethnicity,Other Races,30.940594,1
34,15,New Jersey,Gloucester County,291408,race-ethnicity,White,2195.6169,1
34,17,New Jersey,Hudson County,676061,all,All,2842.4114,1
34,17,New Jersey,Hudson County,676061,race-ethnicity,Black,6835.27,1
34,17,New Jersey,Hudson County,676061,race-ethnicity,Other Races,157.21623,1
34,17,New Jersey,Hudson County,676061,race-ethnicity,White,3683.4771,1
34,19,New Jersey,Hunterdon County,124714,all,All,1676.4459,1
34,19,New Jersey,Hunterdon County,124714,race-ethnicity,Black,2262.0906,1
34,19,New Jersey,Hunterdon County,124714,race-ethnicity,Other Races,431.65466,1
34,19,New Jersey,Hunterdon County,124714,race-ethnicity,White,1692.2849,1
34,21,New Jersey,Mercer County,369811,all,All,3640.9387,2
34,21,New Jersey,Mercer County,369811,race-ethnicity,Black,9731.1826,2
34,21,New Jersey,Mercer County,369811,race-ethnicity,Other Races,243.97244,2
34,21,New Jersey,Mercer County,369811,race-ethnicity,White,2213.5991,2
34,23,New Jersey,Middlesex County,829685,all,All,2184.0032,1
34,23,New Jersey,Middlesex County,829685,race-ethnicity,Black,5267.5068,1
34,23,New Jersey,Middlesex County,829685,race-ethnicity,Other Races,272.78503,1
34,23,New Jersey,Middlesex County,829685,race-ethnicity,White,2682.9663,1
34,25,New Jersey,Monmouth County,621354,all,All,3378.6238,1
34,25,New Jersey,Monmouth County,621354,race-ethnicity,Black,15620.613,1
34,25,New Jersey,Monmouth County,621354,race-ethnicity,Other Races,165.60208,1
34,25,New Jersey,Monmouth County,621354,race-ethnicity,White,2748.2859,1
34,27,New Jersey,Morris County,494228,all,All,1987.702,1
34,27,New Jersey,Morris County,494228,race-ethnicity,Black,9039.9004,1
34,27,New Jersey,Morris County,494228,race-ethnicity,Other Races,195.82245,1
34,27,New Jersey,Morris County,494228,race-ethnicity,White,2207.9053,1
34,29,New Jersey,Ocean County,601651,all,All,1823.0723,2
34,29,New Jersey,Ocean County,601651,race-ethnicity,Black,6392.835,2
34,29,New Jersey,Ocean County,601651,race-ethnicity,Other Races,17.921146,2
34,29,New Jersey,Ocean County,601651,race-ethnicity,White,1740.9065,2
34,31,New Jersey,Passaic County,503310,all,All,4485.4829,1
34,31,New Jersey,Passaic County,503310,race-ethnicity,Black,12446.773,1
34,31,New Jersey,Passaic County,503310,race-ethnicity,Other Races,196.07843,1
34,31,New Jersey,Passaic County,503310,race-ethnicity,White,4857.875,1
34,33,New Jersey,Salem County,62607,all,All,4459.0327,1
34,33,New Jersey,Salem County,62607,race-ethnicity,Black,15855.008,1
34,33,New Jersey,Salem County,62607,race-ethnicity,Other Races,NA,NA
34,33,New Jersey,Salem County,62607,race-ethnicity,White,2769.4343,1
34,35,New Jersey,Somerset County,331164,all,All,1778.9801,1
34,35,New Jersey,Somerset County,331164,race-ethnicity,Black,4646.5967,1
34,35,New Jersey,Somerset County,331164,race-ethnicity,Other Races,187.95309,1
34,35,New Jersey,Somerset County,331164,race-ethnicity,White,2030.0427,1
34,37,New Jersey,Sussex County,140799,all,All,1896.4124,1
34,37,New Jersey,Sussex County,140799,race-ethnicity,Black,19031.143,1
34,37,New Jersey,Sussex County,140799,race-ethnicity,Other Races,123.38063,1
34,37,New Jersey,Sussex County,140799,race-ethnicity,White,1763.9174,1
34,39,New Jersey,Union County,558067,all,All,1965.6061,1
34,39,New Jersey,Union County,558067,race-ethnicity,Black,4430.6489,1
34,39,New Jersey,Union County,558067,race-ethnicity,Other Races,57.958797,1
34,39,New Jersey,Union County,558067,race-ethnicity,White,2231.1272,1
34,41,New Jersey,Warren County,105779,all,All,2213.5544,1
34,41,New Jersey,Warren County,105779,race-ethnicity,Black,10044.643,1
34,41,New Jersey,Warren County,105779,race-ethnicity,Other Races,NA,NA
34,41,New Jersey,Warren County,105779,race-ethnicity,White,1946.1078,1
35,1,New Mexico,Bernalillo County,678701,all,All,1745.9686,1
35,1,New Mexico,Bernalillo County,678701,race-ethnicity,Black,5030.8218,1
35,1,New Mexico,Bernalillo County,678701,race-ethnicity,Other Races,332.33435,1
35,1,New Mexico,Bernalillo County,678701,race-ethnicity,White,2404.7974,1
35,3,New Mexico,Catron County,3578,all,All,326.5434,1
35,3,New Mexico,Catron County,3578,race-ethnicity,Black,NA,NA
35,3,New Mexico,Catron County,3578,race-ethnicity,Other Races,NA,NA
35,3,New Mexico,Catron County,3578,race-ethnicity,White,338.45529,1
35,5,New Mexico,Chaves County,64689,all,All,10845.493,1
35,5,New Mexico,Chaves County,64689,race-ethnicity,Black,NA,NA
35,5,New Mexico,Chaves County,64689,race-ethnicity,Other Races,66.52404,1
35,5,New Mexico,Chaves County,64689,race-ethnicity,White,13236.179,1
35,6,New Mexico,Cibola County,26746,all,All,5325.0547,1
35,6,New Mexico,Cibola County,26746,race-ethnicity,Black,NA,NA
35,6,New Mexico,Cibola County,26746,race-ethnicity,Other Races,3738.0356,1
35,6,New Mexico,Cibola County,26746,race-ethnicity,White,10716.084,1
35,7,New Mexico,Colfax County,12110,all,All,2843.22,2
35,7,New Mexico,Colfax County,12110,race-ethnicity,Black,NA,NA
35,7,New Mexico,Colfax County,12110,race-ethnicity,Other Races,NA,NA
35,7,New Mexico,Colfax County,12110,race-ethnicity,White,4691.7778,2
35,9,New Mexico,Curry County,49437,all,All,1959.0051,2
35,9,New Mexico,Curry County,49437,race-ethnicity,Black,6648.936,2
35,9,New Mexico,Curry County,49437,race-ethnicity,Other Races,54.374126,2
35,9,New Mexico,Curry County,49437,race-ethnicity,White,3226.1111,2
35,11,New Mexico,De Baca County,1781,all,All,4233.2524,1
35,11,New Mexico,De Baca County,1781,race-ethnicity,Black,NA,NA
35,11,New Mexico,De Baca County,1781,race-ethnicity,Other Races,NA,NA
35,11,New Mexico,De Baca County,1781,race-ethnicity,White,7396.4492,1
35,13,New Mexico,Doña Ana County,217522,all,All,3932.4712,1
35,13,New Mexico,Doña Ana County,217522,race-ethnicity,Black,14705.883,1
35,13,New Mexico,Doña Ana County,217522,race-ethnicity,Other Races,135.08949,1
35,13,New Mexico,Doña Ana County,217522,race-ethnicity,White,4205.7363,1
35,15,New Mexico,Eddy County,57900,all,All,3619.5193,2
35,15,New Mexico,Eddy County,57900,race-ethnicity,Black,1120.938,2
35,15,New Mexico,Eddy County,57900,race-ethnicity,Other Races,NA,NA
35,15,New Mexico,Eddy County,57900,race-ethnicity,White,4210.269,2
35,17,New Mexico,Grant County,27346,all,All,1398.0896,2
35,17,New Mexico,Grant County,27346,race-ethnicity,Black,NA,NA
35,17,New Mexico,Grant County,27346,race-ethnicity,Other Races,NA,NA
35,17,New Mexico,Grant County,27346,race-ethnicity,White,1449.09,2
35,19,New Mexico,Guadalupe County,4341,all,All,230.06805,1
35,19,New Mexico,Guadalupe County,4341,race-ethnicity,Black,NA,NA
35,19,New Mexico,Guadalupe County,4341,race-ethnicity,Other Races,NA,NA
35,19,New Mexico,Guadalupe County,4341,race-ethnicity,White,401.98096,1
35,21,New Mexico,Harding County,655,all,All,NA,NA
35,21,New Mexico,Harding County,655,race-ethnicity,Black,NA,NA
35,21,New Mexico,Harding County,655,race-ethnicity,Other Races,NA,NA
35,21,New Mexico,Harding County,655,race-ethnicity,White,NA,NA
35,23,New Mexico,Hidalgo County,4240,all,All,493.44336,1
35,23,New Mexico,Hidalgo County,4240,race-ethnicity,Black,NA,NA
35,23,New Mexico,Hidalgo County,4240,race-ethnicity,Other Races,NA,NA
35,23,New Mexico,Hidalgo County,4240,race-ethnicity,White,511.44357,1
35,25,New Mexico,Lea County,69611,all,All,1974.4053,1
35,25,New Mexico,Lea County,69611,race-ethnicity,Black,1864.124,1
35,25,New Mexico,Lea County,69611,race-ethnicity,Other Races,NA,NA
35,25,New Mexico,Lea County,69611,race-ethnicity,White,2017.849,1
35,27,New Mexico,Lincoln County,19556,all,All,2275.1885,1
35,27,New Mexico,Lincoln County,19556,race-ethnicity,Black,NA,NA
35,27,New Mexico,Lincoln County,19556,race-ethnicity,Other Races,425.36539,1
35,27,New Mexico,Lincoln County,19556,race-ethnicity,White,2720.8003,1
35,28,New Mexico,Los Alamos County,19101,all,All,3178.1819,2
35,28,New Mexico,Los Alamos County,19101,race-ethnicity,Black,NA,NA
35,28,New Mexico,Los Alamos County,19101,race-ethnicity,Other Races,NA,NA
35,28,New Mexico,Los Alamos County,19101,race-ethnicity,White,4630.6108,2
35,29,New Mexico,Luna County,23963,all,All,7563.2695,1
35,29,New Mexico,Luna County,23963,race-ethnicity,Black,NA,NA
35,29,New Mexico,Luna County,23963,race-ethnicity,Other Races,NA,NA
35,29,New Mexico,Luna County,23963,race-ethnicity,White,8040.1606,1
35,31,New Mexico,McKinley County,72290,all,All,1329.025,1
35,31,New Mexico,McKinley County,72290,race-ethnicity,Black,NA,NA
35,31,New Mexico,McKinley County,72290,race-ethnicity,Other Races,1555.0048,1
35,31,New Mexico,McKinley County,72290,race-ethnicity,White,544.43079,1
35,33,New Mexico,Mora County,4506,all,All,364.16739,1
35,33,New Mexico,Mora County,4506,race-ethnicity,Black,NA,NA
35,33,New Mexico,Mora County,4506,race-ethnicity,Other Races,NA,NA
35,33,New Mexico,Mora County,4506,race-ethnicity,White,575.55615,1
35,35,New Mexico,Otero County,66781,all,All,6146.0107,2
35,35,New Mexico,Otero County,66781,race-ethnicity,Black,NA,NA
35,35,New Mexico,Otero County,66781,race-ethnicity,Other Races,411.35336,2
35,35,New Mexico,Otero County,66781,race-ethnicity,White,7035.124,2
35,37,New Mexico,Quay County,8253,all,All,601.31421,1
35,37,New Mexico,Quay County,8253,race-ethnicity,Black,NA,NA
35,37,New Mexico,Quay County,8253,race-ethnicity,Other Races,NA,NA
35,37,New Mexico,Quay County,8253,race-ethnicity,White,840.50568,1
35,39,New Mexico,Rio Arriba County,39006,all,All,6039.3955,2
35,39,New Mexico,Rio Arriba County,39006,race-ethnicity,Black,NA,NA
35,39,New Mexico,Rio Arriba County,39006,race-ethnicity,Other Races,62.99828,2
35,39,New Mexico,Rio Arriba County,39006,race-ethnicity,White,8426.249,2
35,41,New Mexico,Roosevelt County,18743,all,All,2906.2434,2
35,41,New Mexico,Roosevelt County,18743,race-ethnicity,Black,NA,NA
35,41,New Mexico,Roosevelt County,18743,race-ethnicity,Other Races,NA,NA
35,41,New Mexico,Roosevelt County,18743,race-ethnicity,White,3928.1663,2
35,43,New Mexico,Sandoval County,145179,all,All,2721.2078,2
35,43,New Mexico,Sandoval County,145179,race-ethnicity,Black,NA,NA
35,43,New Mexico,Sandoval County,145179,race-ethnicity,Other Races,155.78751,2
35,43,New Mexico,Sandoval County,145179,race-ethnicity,White,4002.2495,2
35,45,New Mexico,San Juan County,125043,all,All,4954.8838,1
35,45,New Mexico,San Juan County,125043,race-ethnicity,Black,NA,NA
35,45,New Mexico,San Juan County,125043,race-ethnicity,Other Races,5669.9346,1
35,45,New Mexico,San Juan County,125043,race-ethnicity,White,7407.9443,1
35,47,New Mexico,San Miguel County,27591,all,All,364.16718,2
35,47,New Mexico,San Miguel County,27591,race-ethnicity,Black,NA,NA
35,47,New Mexico,San Miguel County,27591,race-ethnicity,Other Races,NA,NA
35,47,New Mexico,San Miguel County,27591,race-ethnicity,White,575.55615,2
35,49,New Mexico,Santa Fe County,150056,all,All,3565.3289,2
35,49,New Mexico,Santa Fe County,150056,race-ethnicity,Black,NA,NA
35,49,New Mexico,Santa Fe County,150056,race-ethnicity,Other Races,450.28143,2
35,49,New Mexico,Santa Fe County,150056,race-ethnicity,White,4282.8247,2
35,51,New Mexico,Sierra County,10968,all,All,3027.948,1
35,51,New Mexico,Sierra County,10968,race-ethnicity,Black,NA,NA
35,51,New Mexico,Sierra County,10968,race-ethnicity,Other Races,NA,NA
35,51,New Mexico,Sierra County,10968,race-ethnicity,White,3138.4036,1
35,53,New Mexico,Socorro County,16735,all,All,1498.4946,1
35,53,New Mexico,Socorro County,16735,race-ethnicity,Black,NA,NA
35,53,New Mexico,Socorro County,16735,race-ethnicity,Other Races,NA,NA
35,53,New Mexico,Socorro County,16735,race-ethnicity,White,1553.1569,1
35,55,New Mexico,Taos County,32835,all,All,3537.1277,2
35,55,New Mexico,Taos County,32835,race-ethnicity,Black,NA,NA
35,55,New Mexico,Taos County,32835,race-ethnicity,Other Races,76.891434,2
35,55,New Mexico,Taos County,32835,race-ethnicity,White,5462.312,2
35,57,New Mexico,Torrance County,15591,all,All,1480.3301,1
35,57,New Mexico,Torrance County,15591,race-ethnicity,Black,NA,NA
35,57,New Mexico,Torrance County,15591,race-ethnicity,Other Races,NA,NA
35,57,New Mexico,Torrance County,15591,race-ethnicity,White,1457.6141,1
35,59,New Mexico,Union County,4118,all,All,721.57709,2
35,59,New Mexico,Union County,4118,race-ethnicity,Black,NA,NA
35,59,New Mexico,Union County,4118,race-ethnicity,Other Races,NA,NA
35,59,New Mexico,Union County,4118,race-ethnicity,White,1260.7585,2
35,61,New Mexico,Valencia County,76456,all,All,714.97516,1
35,61,New Mexico,Valencia County,76456,race-ethnicity,Black,NA,NA
35,61,New Mexico,Valencia County,76456,race-ethnicity,Other Races,62.642982,1
35,61,New Mexico,Valencia County,76456,race-ethnicity,White,895.69897,1
36,1,New York,Albany County,307117,all,All,3693.0854,2
36,1,New York,Albany County,307117,race-ethnicity,Black,17387.158,2
36,1,New York,Albany County,307117,race-ethnicity,Other Races,191.99527,2
36,1,New York,Albany County,307117,race-ethnicity,White,2422.8545,2
36,3,New York,Allegany County,46430,all,All,1631.9425,2
36,3,New York,Allegany County,46430,race-ethnicity,Black,9204.1475,2
36,3,New York,Allegany County,46430,race-ethnicity,Other Races,NA,NA
36,3,New York,Allegany County,46430,race-ethnicity,White,1692.1136,2
36,5,New York,Bronx County,1432132,all,All,NA,NA
36,5,New York,Bronx County,1432132,race-ethnicity,Black,NA,NA
36,5,New York,Bronx County,1432132,race-ethnicity,Other Races,NA,NA
36,5,New York,Bronx County,1432132,race-ethnicity,White,NA,NA
36,7,New York,Broome County,191659,all,All,3827.7952,2
36,7,New York,Broome County,191659,race-ethnicity,Black,20501.924,2
36,7,New York,Broome County,191659,race-ethnicity,Other Races,294.08859,2
36,7,New York,Broome County,191659,race-ethnicity,White,2760.1318,2
36,9,New York,Cattaraugus County,76840,all,All,3373.062,2
36,9,New York,Cattaraugus County,76840,race-ethnicity,Black,46811.223,2
36,9,New York,Cattaraugus County,76840,race-ethnicity,Other Races,4951.7402,2
36,9,New York,Cattaraugus County,76840,race-ethnicity,White,2696.5132,2
36,11,New York,Cayuga County,77145,all,All,2243.7271,2
36,11,New York,Cayuga County,77145,race-ethnicity,Black,20105.891,2
36,11,New York,Cayuga County,77145,race-ethnicity,Other Races,NA,NA
36,11,New York,Cayuga County,77145,race-ethnicity,White,1694.1915,2
36,13,New York,Chautauqua County,127939,all,All,5035.1104,2
36,13,New York,Chautauqua County,127939,race-ethnicity,Black,50450.449,2
36,13,New York,Chautauqua County,127939,race-ethnicity,Other Races,863.55786,2
36,13,New York,Chautauqua County,127939,race-ethnicity,White,4347.4556,2
36,15,New York,Chemung County,84254,all,All,5097.0693,2
36,15,New York,Chemung County,84254,race-ethnicity,Black,21645.076,2
36,15,New York,Chemung County,84254,race-ethnicity,Other Races,NA,NA
36,15,New York,Chemung County,84254,race-ethnicity,White,3780.3257,2
36,17,New York,Chenango County,47536,all,All,3761.3083,2
36,17,New York,Chenango County,47536,race-ethnicity,Black,4367.0029,2
36,17,New York,Chenango County,47536,race-ethnicity,Other Races,NA,NA
36,17,New York,Chenango County,47536,race-ethnicity,White,4051.5315,2
36,19,New York,Clinton County,80695,all,All,2222.249,2
36,19,New York,Clinton County,80695,race-ethnicity,Black,10067.452,2
36,19,New York,Clinton County,80695,race-ethnicity,Other Races,149.276,2
36,19,New York,Clinton County,80695,race-ethnicity,White,2326.502,2
36,21,New York,Columbia County,59916,all,All,3434.0723,2
36,21,New York,Columbia County,59916,race-ethnicity,Black,19064.566,2
36,21,New York,Columbia County,59916,race-ethnicity,Other Races,418.18085,2
36,21,New York,Columbia County,59916,race-ethnicity,White,2944.0237,2
36,23,New York,Cortland County,47823,all,All,3518.9084,2
36,23,New York,Cortland County,47823,race-ethnicity,Black,22013.826,2
36,23,New York,Cortland County,47823,race-ethnicity,Other Races,6546.2163,2
36,23,New York,Cortland County,47823,race-ethnicity,White,3345.8052,2
36,25,New York,Delaware County,44527,all,All,2727.6572,2
36,25,New York,Delaware County,44527,race-ethnicity,Black,11480.002,2
36,25,New York,Delaware County,44527,race-ethnicity,Other Races,NA,NA
36,25,New York,Delaware County,44527,race-ethnicity,White,2659.594,2
36,27,New York,Dutchess County,293718,all,All,1659.3512,2
36,27,New York,Dutchess County,293718,race-ethnicity,Black,4738.5049,2
36,27,New York,Dutchess County,293718,race-ethnicity,Other Races,41.330853,2
36,27,New York,Dutchess County,293718,race-ethnicity,White,1563.8063,2
36,29,New York,Erie County,919719,all,All,2988.0342,2
36,29,New York,Erie County,919719,race-ethnicity,Black,8438.8184,2
36,29,New York,Erie County,919719,race-ethnicity,Other Races,273.6727,2
36,29,New York,Erie County,919719,race-ethnicity,White,2204.467,2
36,31,New York,Essex County,37300,all,All,1927.7687,1
36,31,New York,Essex County,37300,race-ethnicity,Black,8418.3945,1
